name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Skjæveland,,,14,Bjerkreim,NO,0.1,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skjåk I,E-CO ENERGI AS,,33,Skjåk,NO,32.0,Hydro,Reservoir,,1965.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skjåstad,SKJÅSTAD KRAFTVERK AS,,77,Volda,NO,2.0,Hydro,Reservoir,,2004.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skoddeberg,HÅLOGALAND KRAFT PRODUKSJON AS,,12,Tjeldsund,NO,6.78,Hydro,Reservoir,,1953.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skogbuåna,SMÅKRAFT AS,,22,Nissedal,NO,0.86,Hydro,Reservoir,,2002.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skogelva,SKOGELVA KRAFTVERK AS,,6,Steinkjer,NO,0.42,Hydro,Reservoir,,2015.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skogfoss,PASVIK KRAFT AS,,44,Sør-Varanger,NO,48.0,Hydro,Reservoir,,1964.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skogheim,SFE PRODUKSJON AS,,50,Gloppen,NO,7.7,Hydro,Reservoir,,1987.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skogkraft,,,60,Vindafjord,NO,0.11,Hydro,Reservoir,,2003.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skollenborg,GLITRE ENERGI PRODUKSJON AS,,6,Kongsberg,NO,97.0,Hydro,Reservoir,,1983.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skoltefoss,ØYSTRE SLIDRE KOMMUNE,,53,Øystre Slidre,NO,0.96,Hydro,Reservoir,,1988.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skolten,SKOLTEN KRAFT AS,,2,Kinn,NO,1.3,Hydro,Reservoir,,2002.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skonningsfoss,HALDEN KRAFTPRODUKSJON AS,,1,Halden,NO,2.4,Hydro,Reservoir,,1997.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skorga,SKORGA KRAFTVERK AS,,6,Molde,NO,2.9,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skorge,SFE PRODUKSJON AS,,49,Stad,NO,1.8,Hydro,Reservoir,,1936.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skorovasselva,SKOROVASKRAFT AS,,44,Namsskogan,NO,0.08,Hydro,Reservoir,,1997.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skotfoss,SKIEN KRAFTPRODUKSJON AS,,7,Skien,NO,24.0,Hydro,Reservoir,,1953.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skotselv,ØVRE EIKER ENERGI AS,,48,Øvre Eiker,NO,1.0,Hydro,Reservoir,,1992.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skravlåga,SMÅKRAFT AS,,24,Vefsn,NO,5.0,Hydro,Reservoir,,2014.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skree,SKAFSÅ KRAFTVERK ANS,,23,Fyresdal,NO,6.9,Hydro,Reservoir,,1995.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skripelandsfossen,SKRIPELANDSFOSSEN KRAFT AS,,14,Froland,NO,2.6,Hydro,Reservoir,,2014.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skromma,SKS PRODUKSJON AS,,38,Gildeskål,NO,2.3,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skråstadbekken,,,54,Indre Fosen,NO,0.006,Hydro,Reservoir,,1999.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skulafossen,KVAM KRAFTVERK AS,,22,Kvam,NO,4.5,Hydro,Reservoir,,1950.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skulbørstadfoss,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,,35,Stjørdal,NO,0.45,Hydro,Reservoir,,1910.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skyggeelva,SKYGGEELVA KRAFT AS,,47,Sunnfjord,NO,4.76,Hydro,Reservoir,,2010.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skålheim,SKÅLHEIM KRAFTVERK AS,,22,Kvam,NO,1.4,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Skår,TUSSA ENERGI AS,,11,Vanylven,NO,1.4,Hydro,Reservoir,,2015.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Slagstad,NÆRHEIM KJELL OVE,,34,Suldal,NO,0.075,Hydro,Reservoir,,2002.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Slemmå,SLEMMÅ KRAFT AS,,39,Rauma,NO,1.8,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Slettevann,LØVENSKIOLD FOSSUM KRAFT,,7,Skien,NO,0.7,Hydro,Reservoir,,1975.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sleveåne,SLEVEÅNE KRAFT AS,,18,Ullensvang,NO,5.5,Hydro,Reservoir,,2017.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Slind,SELBU ENERGIVERK AS,,32,Selbu,NO,20.0,Hydro,Reservoir,,1985.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Slunkajavrre,NORD-SALTEN KRAFT AS,,75,Hamarøy,NO,21.0,Hydro,Reservoir,,1983.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Smeland,AGDER ENERGI VANNKRAFT AS,,24,Åseral,NO,24.0,Hydro,Reservoir,,1985.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Smørklepp I,SMØRKLEPP KRAFTVERK AS,,25,Vinje,NO,0.36,Hydro,Reservoir,,1982.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Smørklepp II,SMØRKLEPP KRAFTVERK AS,,25,Vinje,NO,0.32,Hydro,Reservoir,,1999.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Smådøla,SMÅDØLA KRAFT AS,,52,Nore og Uvdal,NO,1.4,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Smådøla,AS EIDEFOSS,,34,Lom,NO,13.7,Hydro,Reservoir,,2015.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Småvatna,KVÆNANGEN KRAFTVERK AS,,29,Kvænangen,NO,18.8,Hydro,Reservoir,,1970.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Snefjellå,SNEFJELLÅKRAFT AS,,33,Rana,NO,2.7,Hydro,Reservoir,,2014.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Sokna,TRØNDERENERGI KRAFT AS,,28,Melhus,NO,25.0,Hydro,Reservoir,,1964.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Soks,SOKS KRAFTVERK AS,,23,Fyresdal,NO,0.98,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Solbergfoss,E-CO ENERGI AS,,14,Indre Østfold,NO,208.0,Hydro,Reservoir,,1924.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Solbjørn,LOFOTKRAFT PRODUKSJON AS,,59,Flakstad,NO,4.2,Hydro,Reservoir,,1956.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Solhom,SIRA KVINA KRAFTSELSKAP,,27,Kvinesdal,NO,200.0,Hydro,Reservoir,,1974.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Solnør Gård,,,7,Ålesund,NO,0.012,Hydro,Reservoir,,1913.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Songa,STATKRAFT ENERGI AS,,25,Vinje,NO,120.0,Hydro,Reservoir,,1964.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Spetal Verk As,,,1,Kongsvinger,NO,0.02,Hydro,Reservoir,,1977.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Spigerbruksfallet,BÆRUM KOMMUNALE EIENDOMSSELSKAP AS,,24,Bærum,NO,0.38,Hydro,Reservoir,,1915.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Spilling,SPILLING KRAFT AS,,5,Lindesnes,NO,1.25,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stadheim,TAFJORD KRAFTPRODUKSJON AS,,25,Stranda,NO,4.53,Hydro,Reservoir,,2001.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Staffi,SUNNHORDLAND KRAFTLAG AS,,17,Kvinnherad,NO,3.8,Hydro,Reservoir,,2000.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stakaldefoss,SUNNFJORD ENERGI AS,,47,Sunnfjord,NO,10.0,Hydro,Reservoir,,1954.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Standal,TUSSA ENERGI AS,,20,Ørsta,NO,5.49,Hydro,Reservoir,,2012.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stedjeåna,STEDJEÅNA KRAFTVERK AS,,17,Åmli,NO,1.2,Hydro,Reservoir,,2007.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stegaros,TINN ENERGI AS,,18,Tinn,NO,2.4,Hydro,Reservoir,,2002.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steinbekken,Bjørn Egil Hansen,,33,Rana,NO,0.0072,Hydro,Reservoir,,2010.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steindal (Steindal),STEINDAL KRAFTVERK AS,,2,Kinn,NO,4.2,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steindal (Støylselva),STEINDAL KRAFTVERK AS,,2,Kinn,NO,3.1,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steindøla,STEINDØLA KRAFT AS,,51,Stryn,NO,2.6,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steine,STEINE KRAFT AS,,34,Suldal,NO,1.9,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steinsfoss,AGDER ENERGI VANNKRAFT AS,,23,Vennesla,NO,110.0,Hydro,Reservoir,,1957.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steinsland,BKK PRODUKSJON AS,,29,Modalen,NO,170.0,Hydro,Reservoir,,1981.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steinsvik,STEINSVIK KRAFT AS,,77,Volda,NO,8.2,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Steinåga,SKS PRODUKSJON AS,,39,Beiarn,NO,5.4,Hydro,Reservoir,,2013.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stend,BKK PRODUKSJON AS,,1,Bergen,NO,0.95,Hydro,Reservoir,,1985.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stifoss,AS EGELANDS VERK,,1,Risør,NO,0.75,Hydro,Reservoir,,1939.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stokkelandsåna,SMÅKRAFT AS,,27,Kvinesdal,NO,3.12,Hydro,Reservoir,,2010.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stongfjord,SFE PRODUKSJON AS,,45,Askvoll,NO,2.9,Hydro,Reservoir,,1907.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stordal,BKK PRODUKSJON AS,,38,Høyanger,NO,26.0,Hydro,Reservoir,,1974.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storebekk,STOREBEKK KRAFTVERK AS,,19,Evje og Hornnes,NO,2.0,Hydro,Reservoir,,2004.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storedalen,STOREDALEN KRAFTVERK AS,,46,Fjaler,NO,0.75,Hydro,Reservoir,,2002.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storelva,HÅLOGALAND KRAFT PRODUKSJON AS,,13,Ibestad,NO,0.47,Hydro,Reservoir,,1948.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storelva,STORELVA KRAFTVERK AS,,2,Kinn,NO,0.4,Hydro,Reservoir,,1999.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storelva,HELGELAND KRAFT VANNKRAFT AS,,13,Brønnøy,NO,8.0,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storelvi,STORELVI KRAFTVERK AS,,18,Ullensvang,NO,4.04,Hydro,Reservoir,,2017.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storelvvatnet,SKS PRODUKSJON AS,,41,Fauske %u2013 Fuossko,NO,5.0,Hydro,Reservoir,,2015.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storfallet,KIÆR MYKLEBY Anders Kiær,,23,Stor-Elvdal,NO,2.7,Hydro,Reservoir,,1990.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storli,Aktieselskabet Saudefaldene,,35,Sauda,NO,0.62,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storlivatn,Aktieselskabet Saudefaldene,,35,Sauda,NO,48.0,Hydro,Reservoir,,1968.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storrøvatnet,STORRØVATNET KRAFTVERK AS,,33,Rana,NO,0.648,Hydro,Reservoir,,2002.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storvatnet,NORDLAKS SMOLT AS,,75,Hamarøy,NO,2.0,Hydro,Reservoir,,2015.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storå,NORDIC POWER AS,,6,Narvik,NO,1.9,Hydro,Reservoir,,2011.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storåselva,NTE ENERGI AS,,41,Snåase %u2013 Snåsa,NO,25.5,Hydro,Reservoir,,2018.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Storåvatn 1,SMISTO KRAFT AS,,36,Rødøy,NO,8.0,Hydro,Reservoir,,2019.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strand I,,,19,Hjartdal,NO,0.004,Hydro,Reservoir,,2008.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strandeelva,JONN RINDEN,,45,Sigdal,NO,0.37,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strandfossen,E-CO ENERGI AS,,20,Elverum,NO,25.0,Hydro,Reservoir,,1979.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strandfossen Minikraftverk,E-CO ENERGI AS,,20,Elverum,NO,0.13,Hydro,Reservoir,,1981.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strandjordselva,STORFORSHEI NATURKRAFT AS,,33,Rana,NO,0.75,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strandos,STRANDOS KRAFT AS,,38,Høyanger,NO,1.93,Hydro,Reservoir,,2012.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Straumane,SVELGEN KRAFT AS,,48,Bremanger,NO,1.45,Hydro,Reservoir,,2005.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Straume,STRAUME KRAFTVERK AS,,21,Valle,NO,5.0,Hydro,Reservoir,,2017.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Straumsmo,STATKRAFT ENERGI AS,,16,Bardu,NO,130.0,Hydro,Reservoir,,1966.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Straumstøyl,JON LINDESTAD BAKKEN,,25,Vinje,NO,0.4,Hydro,Reservoir,,2006.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strielv,VESTERÅLSKRAFT PRODUKSJON AS,,70,Sortland %u2013 Suortá,NO,1.7,Hydro,Reservoir,,1984.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strindmoelva,,,41,Snåase %u2013 Snåsa,NO,0.018000000000000002,Hydro,Reservoir,,1997.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strupen,STRUPEN ENERGI AS,,2,Kinn,NO,0.48,Hydro,Reservoir,,1999.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strupen,STRUPEN KRAFT AS,,50,Gloppen,NO,1.92,Hydro,Reservoir,,2017.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Strømsfoss,NORDSIDEN KRAFT AS,,12,Aremark,NO,0.5,Hydro,Reservoir,,1994.0,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stråpa,STRÅPA KRAFT AS,,34,Suldal,NO,4.4,Hydro,Reservoir,,2007.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stublielva,SMÅKRAFT AS,,6,Narvik,NO,3.0,Hydro,Reservoir,,2014.0,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stuttgongfossen,STUTTGONGFOSSEN KRAFTVERK AS,,35,Vågå,NO,1.2,Hydro,Reservoir,,2007.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stuvane,OKKEN KRAFT AS,,42,Lærdal,NO,38.0,Hydro,Reservoir,,1988.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Styggtjønna,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,,59,Orkland,NO,0.045,Hydro,Reservoir,,2003.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stølsdal,STATKRAFT ENERGI AS,,33,Hjelmeland,NO,17.0,Hydro,Reservoir,,1986.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stølsdal,STATKRAFT ENERGI AS,,33,Hjelmeland,NO,6.0,Hydro,Pumped storage,,1985.0,,,,,Renewable energy,Hydro,,Zone: NO2,Pump only,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stølsdalselva,STØLSDALSELVA KRAFTVERK AS,,18,Ullensvang,NO,7.5,Hydro,Reservoir,,2009.0,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stølskraft,STØLSKRAFT AS,,14,Bjerkreim,NO,1.34,Hydro,Reservoir,,2003.0,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
Stølslia,STØLSLIA KRAFT AS,,47,Sunnfjord,NO,1.5,Hydro,Reservoir,,2007.0,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#
